Cycle	Now Cost	Average Cost	Number of Replication

0	0	0.0	0
1	0	0.0	0
2	0	0.0	0
3	0	0.0	0
4	0	0.0	0
5	0	0.0	0
6	0	0.0	0
7	0	0.0	0
8	0	0.0	0
9	0	0.0	0
10	8	0.7272727272727273	4
11	0	0.6666666666666666	0
12	0	0.6153846153846154	0
13	0	0.5714285714285714	0
14	5	0.8666666666666667	4
15	0	0.8125	0
16	0	0.7647058823529411	0
17	0	0.7222222222222222	0
18	0	0.6842105263157895	0
19	10	1.15	4
20	0	1.0952380952380953	0
21	20	1.9545454545454546	4
22	0	1.8695652173913044	0
23	0	1.7916666666666667	0
24	18	2.44	4
25	0	2.3461538461538463	0
26	0	2.259259259259259	0
27	36	3.4642857142857144	8
28	39	4.689655172413793	4
29	0	4.533333333333333	0
30	0	4.387096774193548	0
31	28	5.125	8
32	8	5.212121212121212	4
33	0	5.0588235294117645	0
34	0	4.914285714285715	0
35	13	5.138888888888889	4
36	17	5.45945945945946	4
37	0	5.315789473684211	0
38	0	5.17948717948718	0
39	0	5.05	0
40	12	5.219512195121951	4
41	7	5.261904761904762	4
42	0	5.1395348837209305	0
43	17	5.409090909090909	4
44	0	5.288888888888889	0
45	0	5.173913043478261	0
46	0	5.0638297872340425	0
47	0	4.958333333333333	0
48	0	4.857142857142857	0
49	0	4.76	0
50	0	4.666666666666667	0
51	0	4.576923076923077	0
52	0	4.490566037735849	0
53	0	4.407407407407407	0
54	0	4.327272727272727	0
55	0	4.25	0
56	44	4.947368421052632	4
57	0	4.862068965517241	0
58	0	4.779661016949152	0
59	0	4.7	0
60	0	4.622950819672131	0
61	0	4.548387096774194	0
62	0	4.476190476190476	0
63	0	4.40625	0
64	0	4.338461538461538	0
65	0	4.2727272727272725	0
66	0	4.208955223880597	0
67	0	4.147058823529412	0
68	0	4.086956521739131	0
69	0	4.0285714285714285	0
70	0	3.971830985915493	0
71	0	3.9166666666666665	0
72	0	3.863013698630137	0
73	0	3.810810810810811	0
74	0	3.76	0
75	0	3.710526315789474	0
76	0	3.6623376623376624	0
77	0	3.6153846153846154	0
78	0	3.569620253164557	0
79	0	3.525	0
80	20	3.728395061728395	4
81	0	3.682926829268293	0
82	0	3.63855421686747	0
83	0	3.5952380952380953	0
84	0	3.552941176470588	0
85	0	3.511627906976744	0
86	0	3.471264367816092	0
87	0	3.4318181818181817	0
88	5	3.449438202247191	4
89	0	3.411111111111111	0
90	32	3.7252747252747254	8
91	0	3.6847826086956523	0
92	0	3.6451612903225805	0
93	74	4.3936170212765955	12
94	0	4.347368421052631	0
95	10	4.40625	4
96	16	4.525773195876289	4
97	4	4.520408163265306	4
98	0	4.474747474747475	0
99	21	4.64	8
100	26	4.851485148514851	12
101	3	4.833333333333333	4
102	5	4.834951456310679	4
103	12	4.903846153846154	4
104	35	5.190476190476191	8
105	57	5.679245283018868	16
106	20	5.813084112149533	16
107	39	6.12037037037037	32
108	25	6.293577981651376	16
109	19	6.409090909090909	8
110	0	6.351351351351352	0
111	5	6.339285714285714	4
112	0	6.283185840707965	0
113	6	6.280701754385965	4
114	0	6.226086956521739	0
115	14	6.293103448275862	8
116	44	6.615384615384615	24
117	27	6.788135593220339	4
118	0	6.73109243697479	0
119	0	6.675	0
120	185	8.148760330578513	88
121	102	8.918032786885245	84
122	68	9.398373983739837	72
123	81	9.975806451612904	80
124	87	10.592	120
125	46	10.873015873015873	56
126	73	11.362204724409448	92
127	31	11.515625	60
128	24	11.612403100775193	60
129	21	11.684615384615384	48
130	32	11.83969465648855	52
131	18	11.886363636363637	52
132	24	11.977443609022556	56
133	36	12.156716417910447	60
134	10	12.14074074074074	28
135	23	12.220588235294118	36
136	17	12.255474452554745	40
137	9	12.231884057971014	24
138	5	12.179856115107913	12
139	6	12.135714285714286	12
140	2	12.063829787234043	4
141	9	12.04225352112676	20
142	6	12.0	16
143	0	11.916666666666666	0
144	0	11.83448275862069	0
145	2	11.767123287671232	8
146	0	11.687074829931973	0
147	0	11.608108108108109	0
148	0	11.53020134228188	0
149	0	11.453333333333333	0
150	0	11.37748344370861	0
151	-1	11.296052631578947	4
152	0	11.222222222222221	0
153	0	11.14935064935065	0
154	0	11.07741935483871	0
155	0	11.006410256410257	0
