cycle	occupancy
0	0.0
1	0.0
2	0.0
3	0.0
4	7.0
5	21.0
6	44.0
7	79.0
8	125.0
9	193.0
10	286.0
11	405.0
12	553.0
13	729.0
14	961.0
15	1262.0
16	1622.0
17	2034.0
18	2507.0
19	3063.0
20	3707.0
21	4419.0
22	5214.0
23	6094.0
24	7097.0
25	8228.0
26	9475.0
27	10844.0
28	12339.0
29	13986.0
30	15788.0
31	17750.0
32	19911.0
33	22227.0
34	24698.0
35	27327.0
36	30103.0
37	33029.0
38	36104.0
39	39330.0
40	42725.0
41	46319.0
42	50096.0
43	54048.0
44	58170.0
45	62489.0
46	67032.0
47	71771.0
48	76711.0
49	81860.0
50	87212.0
51	92803.0
52	98615.0
53	104651.0
54	110897.0
55	117353.0
56	124066.0
57	131032.0
58	138229.0
59	145667.0
60	153296.0
61	161157.0
62	169242.0
63	177539.0
64	186093.0
65	194929.0
66	204016.0
67	213376.0
68	222921.0
69	232617.0
70	242496.0
71	252567.0
72	262810.0
73	273249.0
74	283894.0
75	294698.0
76	305653.0
77	316772.0
78	327990.0
79	339304.0
80	350687.0
81	362142.0
82	373666.0
83	385202.0
84	396794.0
85	408399.0
86	420032.0
87	431656.0
88	443234.0
89	454823.0
90	466385.0
91	477917.0
92	489402.0
93	500793.0
94	512133.0
95	523414.0
96	534658.0
97	545827.0
98	556960.0
99	568072.0
100	579147.0
101	590121.0
102	600969.0
103	611738.0
104	622462.0
105	633125.0
106	643740.0
107	654307.0
108	664787.0
109	675205.0
110	685524.0
111	695787.0
112	705960.0
113	716047.0
114	726077.0
115	736067.0
116	746025.0
117	755932.0
118	765754.0
119	775574.0
120	785400.0
121	795226.0
122	805060.0
123	814932.0
124	824855.0
125	834864.0
126	844904.0
127	855022.0
128	865218.0
129	875556.0
130	886044.0
131	896658.0
132	907366.0
133	918210.0
134	929180.0
135	940279.0
136	951440.0
137	962707.0
138	974076.0
139	985581.0
140	997209.0
141	1009028.0
142	1020981.0
143	1033090.0
144	1045410.0
145	1057893.0
146	1070552.0
147	1083345.0
148	1096278.0
149	1109353.0
150	1122581.0
151	1135961.0
152	1149458.0
153	1163059.0
154	1176766.0
155	1190571.0
156	1204465.0
157	1218462.0
158	1232517.0
159	1246637.0
160	1260832.0
161	1275137.0
162	1289504.0
163	1303928.0
164	1318420.0
165	1332938.0
166	1347492.0
167	1362016.0
168	1376520.0
169	1390966.0
170	1405410.0
171	1419816.0
172	1434207.0
173	1448543.0
174	1462812.0
175	1477020.0
176	1491109.0
177	1505079.0
178	1518898.0
179	1532639.0
180	1546281.0
181	1559861.0
182	1573348.0
183	1586725.0
184	1599979.0
185	1613125.0
186	1626154.0
187	1639029.0
188	1651791.0
189	1664440.0
190	1676972.0
191	1689391.0
192	1701692.0
193	1713861.0
194	1725901.0
195	1737845.0
196	1749705.0
197	1761451.0
198	1773043.0
199	1784594.0
200	1796078.0
201	1807499.0
202	1818884.0
203	1830218.0
204	1841470.0
205	1852681.0
206	1863869.0
207	1875002.0
208	1886072.0
209	1897139.0
210	1908181.0
211	1919243.0
212	1930289.0
213	1941304.0
214	1952244.0
215	1963120.0
216	1973964.0
217	1984739.0
218	1995427.0
219	2006087.0
220	2016661.0
221	2027154.0
222	2037578.0
223	2047886.0
224	2058096.0
225	2068214.0
226	2078188.0
227	2088044.0
228	2097770.0
229	2107395.0
230	2116887.0
231	2126286.0
232	2135606.0
233	2144844.0
234	2154013.0
235	2163129.0
236	2172241.0
237	2181335.0
238	2190429.0
239	2199585.0
240	2208803.0
241	2218097.0
242	2227454.0
243	2236834.0
244	2246255.0
245	2255712.0
246	2265184.0
247	2274706.0
248	2284275.0
249	2293888.0
250	2303575.0
251	2313319.0
252	2323139.0
253	2333019.0
254	2342945.0
255	2352949.0
256	2363004.0
257	2373121.0
258	2383329.0
259	2393597.0
260	2403943.0
261	2414398.0
262	2424982.0
263	2435670.0
264	2446489.0
265	2457420.0
266	2468520.0
267	2479747.0
268	2491033.0
269	2502337.0
270	2513673.0
271	2525032.0
272	2536404.0
273	2547775.0
274	2559147.0
275	2570501.0
276	2581817.0
277	2593094.0
278	2604334.0
279	2615556.0
280	2626723.0
281	2637797.0
282	2648757.0
283	2659603.0
284	2670335.0
285	2680927.0
286	2691397.0
287	2701729.0
288	2711910.0
289	2721925.0
290	2731770.0
291	2741451.0
292	2750951.0
293	2760246.0
294	2769371.0
295	2778320.0
296	2787086.0
297	2795637.0
298	2803970.0
299	2812099.0
300	2820018.0
301	2827746.0
302	2835264.0
303	2842563.0
304	2849661.0
305	2856567.0
306	2863285.0
307	2869782.0
308	2876082.0
309	2882180.0
310	2888100.0
311	2893822.0
312	2899345.0
313	2904664.0
314	2909796.0
315	2914760.0
316	2919528.0
317	2924136.0
318	2928584.0
319	2932867.0
320	2936962.0
321	2940872.0
322	2944616.0
323	2948195.0
324	2951578.0
325	2954790.0
326	2957843.0
327	2960734.0
328	2963464.0
329	2966022.0
330	2968424.0
331	2970682.0
332	2972791.0
333	2974767.0
334	2976606.0
335	2978318.0
336	2979922.0
337	2981409.0
338	2982810.0
339	2984120.0
340	2985338.0
341	2986478.0
342	2987541.0
343	2988519.0
344	2989411.0
345	2990233.0
346	2990989.0
347	2991675.0
348	2992295.0
349	2992869.0
350	2993392.0
351	2993847.0
352	2994258.0
353	2994629.0
354	2994964.0
355	2995280.0
356	2995576.0
357	2995857.0
358	2996126.0
359	2996390.0
360	2996645.0
361	2996896.0
362	2997146.0
363	2997396.0
364	2997646.0
365	2997896.0
366	2998146.0
367	2998396.0
368	2998646.0
369	2998896.0
370	2999146.0
371	2999396.0
372	2999646.0
373	2999896.0
374	3000146.0
375	3000396.0
376	3000646.0
377	3000896.0
378	3001146.0
379	3001396.0
380	3001646.0
381	3001896.0
382	3002146.0
383	3002396.0
384	3002646.0
385	3002896.0
386	3003146.0
387	3003396.0
388	3003646.0
389	3003896.0
390	3004146.0
391	3004396.0
392	3004646.0
393	3004896.0
394	3005146.0
395	3005396.0
396	3005646.0
397	3005896.0
398	3006146.0
399	3006396.0
400	3006646.0
401	3006896.0
402	3007146.0
403	3007396.0
404	3007646.0
405	3007896.0
406	3008146.0
407	3008396.0
408	3008646.0
409	3008896.0
410	3009146.0
411	3009396.0
412	3009646.0
413	3009896.0
414	3010146.0
415	3010396.0
416	3010646.0
417	3010896.0
418	3011146.0
419	3011396.0
420	3011646.0
421	3011896.0
422	3012146.0
423	3012396.0
424	3012646.0
425	3012896.0
426	3013146.0
427	3013396.0
428	3013646.0
429	3013896.0
430	3014146.0
431	3014396.0
432	3014646.0
433	3014896.0
434	3015146.0
435	3015396.0
436	3015646.0
437	3015896.0
438	3016146.0
439	3016396.0
440	3016646.0
441	3016896.0
442	3017146.0
443	3017396.0
444	3017646.0
445	3017896.0
446	3018146.0
447	3018396.0
