cycle	occupancy
448	3018646.0
449	3018896.0
450	3019146.0
451	3019396.0
452	3019646.0
453	3019896.0
454	3020146.0
455	3020396.0
456	3020646.0
457	3020896.0
458	3021146.0
459	3021396.0
460	3021646.0
461	3021896.0
462	3022146.0
463	3022396.0
464	3022646.0
465	3022896.0
466	3023146.0
467	3023396.0
468	3023646.0
469	3023896.0
470	3024146.0
471	3024396.0
472	3024646.0
473	3024896.0
474	3025146.0
475	3025396.0
476	3025646.0
477	3025896.0
478	3026146.0
479	3026396.0
480	3026646.0
481	3026896.0
482	3027146.0
483	3027396.0
484	3027646.0
485	3027896.0
486	3028146.0
487	3028396.0
488	3028646.0
489	3028896.0
490	3029146.0
491	3029396.0
492	3029646.0
493	3029896.0
494	3030146.0
495	3030396.0
496	3030646.0
497	3030896.0
498	3031146.0
499	3031396.0

