Cycle	Now Cost	Average Cost	Number of Replication

0	2944	2944.0	9
1	0	1472.0	0
2	0	981.3333333333334	0
3	0	736.0	0
4	0	588.8	0
5	0	490.6666666666667	0
6	0	420.57142857142856	0
7	0	368.0	0
8	335	364.3333333333333	1
9	0	327.9	0
10	8	298.8181818181818	4
11	1050	361.4166666666667	3
12	0	333.61538461538464	0
13	0	309.7857142857143	0
14	5	289.46666666666664	4
15	3360	481.375	10
16	0	453.05882352941177	0
17	323	445.8333333333333	1
18	0	422.36842105263156	0
19	10	401.75	4
20	2672	509.85714285714283	8
21	6	486.95454545454544	4
22	362	481.5217391304348	1
23	0	461.4583333333333	0
24	9	443.36	4
25	3388	556.6153846153846	10
26	320	547.8518518518518	1
27	319	539.6785714285714	9
28	21	521.7931034482758	4
29	0	504.4	0
30	2690	574.9032258064516	8
31	338	567.5	9
32	346	560.7878787878788	5
33	316	553.5882352941177	1
34	336	547.3714285714286	1
35	2972	614.7222222222222	13
36	375	608.2432432432432	5
37	642	609.1315789473684	2
38	340	602.2307692307693	1
39	0	587.175	0
40	345	581.2682926829268	5
41	3	567.5	4
42	0	554.3023255813954	0
43	994	564.2954545454545	7
44	662	566.4666666666667	2
45	352	561.804347826087	1
46	348	557.2553191489362	1
47	666	559.5208333333334	2
48	673	561.8367346938776	2
49	1280	576.2	4
50	2297	609.9411764705883	7
51	976	616.9807692307693	3
52	0	605.3396226415094	0
53	991	612.4814814814815	3
54	682	613.7454545454545	2
55	3601	667.0892857142857	11
56	6	655.4912280701755	4
57	0	644.1896551724138	0
58	655	644.3728813559322	2
59	321	638.9833333333333	1
60	677	639.6065573770492	2
61	327	634.5645161290323	1
62	329	629.7142857142857	1
63	314	624.78125	1
64	1626	640.1846153846154	5
65	991	645.5	3
66	646	645.5074626865671	2
67	947	649.9411764705883	3
68	1326	659.7391304347826	4
69	1333	669.3571428571429	4
70	4032	716.7183098591549	12
71	981	720.3888888888889	3
72	652	719.4520547945206	2
73	1031	723.6621621621622	3
74	0	714.0133333333333	0
75	2927	743.1315789473684	9
76	0	733.4805194805194	0
77	993	736.8076923076923	3
78	332	731.6835443037975	1
79	965	734.6	3
80	1623	745.5679012345679	9
81	1301	752.3414634146342	4
82	656	751.1807228915662	2
83	630	749.7380952380952	2
84	346	744.9882352941177	1
85	2937	770.4767441860465	9
86	1014	773.2758620689655	3
87	318	768.1022727272727	1
88	1627	777.7528089887641	9
89	979	779.9888888888889	3
90	2293	796.6153846153846	15
91	3609	827.1847826086956	11
92	1005	829.0967741935484	3
93	1035	831.2872340425532	15
94	659	829.4736842105264	2
95	4691	869.6979166666666	18
96	988	870.9175257731958	7
97	1689	879.265306122449	9
98	2337	893.989898989899	7
99	645	891.5	10
100	3673	919.039603960396	23
101	2056	930.1862745098039	10
102	670	927.6601941747573	6
103	662	925.1057692307693	6
104	8	916.3714285714286	8
105	698	914.311320754717	18
106	1018	915.2803738317757	19
107	1006	916.1203703703703	35
108	2667	932.183486238532	24
109	1039	933.1545454545454	11
110	3377	955.1711711711712	10
111	1621	961.1160714285714	9
112	986	961.3362831858407	3
113	6	952.9561403508771	4
114	2275	964.4521739130435	7
115	6061	1008.3879310344828	26
116	1349	1011.2991452991453	28
117	1373	1014.3644067796611	8
118	662	1011.4033613445379	2
119	1302	1013.825	4
120	1857	1020.7933884297521	93
121	761	1018.6639344262295	86
122	742	1016.4146341463414	74
123	2666	1029.717741935484	88
124	2054	1037.912	126
125	3657	1058.6984126984128	67
126	725	1056.0708661417323	94
127	1057	1056.078125	63
128	1027	1055.8527131782946	63
129	2026	1063.3153846153846	54
130	3716	1083.5648854961833	63
131	18	1075.4924242424242	52
132	2672	1087.4962406015038	64
133	1011	1086.9253731343283	63
134	1005	1086.3185185185184	31
135	4307	1110.0	49
136	1333	1111.6277372262773	44
137	1016	1110.9347826086957	27
138	989	1110.0575539568345	15
139	1961	1116.1357142857144	18
140	5620	1148.0780141843973	21
141	1000	1147.0352112676057	23
142	1016	1146.118881118881	19
143	0	1138.1597222222222	0
144	1962	1143.8413793103448	6
145	3955	1163.0958904109589	20
146	961	1161.7210884353742	3
147	2275	1169.2432432432433	7
148	976	1167.9463087248323	3
149	1969	1173.2866666666666	6
150	2296	1180.7218543046358	7
151	671	1177.3684210526317	6
152	2650	1186.9934640522877	8
153	1298	1187.7142857142858	4
154	1319	1188.5612903225806	4
155	3043	1200.448717948718	9
156	1275	1200.9235668789809	8
157	2320	1208.006329113924	7
158	654	1204.5220125786163	2
159	634	1200.95625	2
160	4340	1220.4534161490683	13
161	2653	1229.2962962962963	8
162	643	1225.6993865030674	2
163	1017	1224.4268292682927	3
164	1628	1226.8727272727272	5
165	4532	1246.7831325301204	17
166	646	1243.185628742515	6
167	329	1237.7440476190477	1
168	985	1236.2485207100592	7
169	1642	1238.6352941176472	5
170	2141	1243.9122807017543	58
171	2351	1250.3488372093022	59
172	399	1245.4277456647399	37
173	2326	1251.6379310344828	35
174	1640	1253.857142857143	25
175	3254	1265.221590909091	26
176	355	1260.0790960451977	25
