Cycle	Now Cost	Average Cost	Number of Replication

0	2590	2590.0	364
1	423	1506.5	280
2	136	1049.6666666666667	292
3	133	820.5	272
4	67	669.8	280
5	2302	941.8333333333334	680
6	359	858.5714285714286	580
7	225	779.375	472
8	222	717.4444444444445	596
9	115	657.2	436
10	1147	701.7272727272727	932
11	352	672.5833333333334	728
12	250	640.0769230769231	764
13	210	609.3571428571429	732
14	185	581.0666666666667	656
15	2412	695.5	1048
16	305	672.5294117647059	840
17	284	650.9444444444445	804
18	212	627.8421052631579	756
19	209	606.9	744
20	2544	699.1428571428571	1072
21	390	685.0909090909091	832
22	264	666.7826086956521	800
23	204	647.5	768
24	186	629.04	692
25	3331	732.9615384615385	892
26	355	718.9629629629629	888
27	289	703.6071428571429	872
28	229	687.2413793103449	820
29	251	672.7	808
30	1403	696.258064516129	1036
31	353	685.53125	788
32	238	671.969696969697	800
33	290	660.7352941176471	848
34	194	647.4	772
35	1936	683.1944444444445	988
36	435	676.4864864864865	936
37	275	665.921052631579	836
38	212	654.2820512820513	808
39	154	641.775	620
40	1997	674.829268292683	1040
41	410	668.5238095238095	876
42	267	659.1860465116279	852
43	172	648.1136363636364	764
44	156	637.1777777777778	624
45	2028	667.4130434782609	1024
46	301	659.6170212765958	800
47	291	651.9375	952
48	202	642.7551020408164	684
49	176	633.42	684
50	1169	643.9215686274509	1008
51	321	637.7115384615385	772
52	250	630.3962264150944	748
53	185	622.1481481481482	764
54	182	614.1454545454545	656
55	1618	632.0714285714286	908
56	548	630.5964912280701	852
57	226	623.6206896551724	644
58	242	617.1525423728814	776
59	209	610.35	684
60	2087	634.5573770491803	860
61	415	631.016129032258	888
62	249	624.952380952381	820
63	190	618.15625	732
64	207	611.8307692307692	756
65	858	615.560606060606	984
66	386	612.1343283582089	796
67	326	607.9264705882352	784
68	164	601.4927536231884	576
69	209	595.8857142857142	648
70	2041	616.2394366197183	848
71	348	612.5138888888889	768
72	264	607.7397260273973	744
73	249	602.8918918918919	784
74	231	597.9333333333333	664
75	2129	618.078947368421	948
76	335	614.4025974025974	764
77	287	610.2051282051282	716
78	241	605.5316455696203	592
79	228	600.8125	684
80	1025	606.0493827160494	936
81	308	602.4146341463414	704
82	338	599.2289156626506	812
83	209	594.5833333333334	676
84	191	589.8352941176471	592
85	1667	602.3604651162791	852
86	302	598.9080459770115	720
87	295	595.4545454545455	676
88	211	591.1348314606741	552
89	188	586.6555555555556	620
90	1662	598.4725274725274	788
91	338	595.6413043478261	588
92	224	591.6451612903226	612
93	213	587.6170212765958	576
94	199	583.5263157894736	564
95	509	582.75	828
96	306	579.8969072164948	644
97	240	576.4285714285714	520
98	245	573.0808080808081	596
99	153	568.88	516
100	1904	582.0990099009902	804
101	410	580.4117647058823	656
102	276	577.4563106796116	600
103	203	573.8557692307693	544
104	230	570.5809523809523	572
105	1713	581.3584905660377	764
106	311	578.8317757009346	564
107	273	576.0	564
108	258	573.0825688073395	584
109	198	569.6727272727272	452
110	1821	580.9459459459459	716
111	242	577.9196428571429	456
112	265	575.1504424778761	516
113	224	572.0701754385965	488
114	184	568.695652173913	408
115	1241	574.4913793103449	576
116	386	572.8803418803419	512
117	325	570.7796610169491	604
118	194	567.6134453781513	484
119	189	564.4583333333334	436
120	1999	576.3140495867768	604
121	299	574.0409836065573	508
122	196	570.9674796747968	452
123	179	567.8064516129032	464
124	147	564.44	384
125	1396	571.0396825396825	596
126	275	568.7086614173228	460
127	211	565.9140625	412
128	217	563.2093023255813	424
129	128	559.8615384615384	336
130	1000	563.2213740458016	536
131	314	561.3333333333334	464
132	245	558.9548872180451	428
133	271	556.8059701492538	408
134	152	553.8074074074074	348
135	1302	559.3088235294117	400
136	335	557.6715328467153	380
137	328	556.0072463768116	364
138	180	553.3021582733813	296
139	144	550.3785714285714	268
140	829	552.354609929078	432
141	359	550.9929577464789	416
142	210	548.6083916083916	336
143	236	546.4375	332
144	127	543.5448275862069	352
145	2371	556.0616438356165	444
146	299	554.3129251700681	344
147	153	551.6013513513514	304
148	170	549.0402684563759	288
149	128	546.2333333333333	296
150	403	545.2847682119206	272
151	289	543.5986842105264	300
152	123	540.8496732026143	232
153	304	539.3116883116883	244
154	154	536.825806451613	260
155	2337	548.3653846153846	360
156	283	546.6751592356688	252
157	246	544.7721518987341	256
158	179	542.4716981132076	228
159	103	539.725	180
160	226	537.776397515528	272
161	236	535.9135802469136	260
162	168	533.6564417177914	192
163	102	531.0243902439024	168
164	150	528.7151515151515	184
165	782	530.2409638554217	184
166	361	529.2275449101796	260
167	207	527.3095238095239	164
168	121	524.905325443787	144
169	115	522.4941176470588	140
170	225	520.7543859649123	192
171	122	518.4360465116279	132
172	127	516.1734104046243	164
173	126	513.9310344827586	124
174	78	511.44	124
175	583	511.84659090909093	244
176	176	509.9491525423729	168
177	119	507.75280898876406	116
178	201	506.0391061452514	112
179	105	503.81111111111113	96
180	1152	507.3922651933702	144
181	206	505.7362637362637	128
182	273	504.46448087431696	128
183	91	502.2173913043478	88
184	160	500.36756756756756	104
185	1249	504.39247311827955	144
186	137	502.427807486631	84
187	136	500.47872340425533	92
188	86	498.2857142857143	80
189	127	496.3315789473684	104
190	647	497.12041884816756	108
191	91	495.0052083333333	80
192	386	494.440414507772	108
193	202	492.9329896907216	88
194	160	491.22564102564104	100
195	877	493.1938775510204	100
196	134	491.3705583756345	80
197	35	489.0656565656566	36
198	356	488.3969849246231	72
199	22	486.065	28
200	287	485.07462686567163	92
201	388	484.5940594059406	96
202	315	483.7586206896552	76
203	231	482.51960784313724	64
204	106	480.6829268292683	56
205	915	482.79126213592235	96
206	212	481.4830917874396	56
207	484	481.4951923076923	64
208	386	481.0382775119617	44
209	74	479.1	44
210	560	479.4834123222749	36
211	53	477.47169811320754	48
212	117	475.7793427230047	24
213	165	474.32710280373834	28
214	74	472.4651162790698	28
215	436	472.2962962962963	52
216	229	471.17511520737327	40
217	131	469.61467889908255	28
218	49	467.69406392694066	32
219	108	466.0590909090909	28
220	207	464.8868778280543	28
221	549	465.26576576576576	28
222	65	463.4708520179372	24
223	52	461.63392857142856	12
224	305	460.9377777777778	28
225	168	459.64159292035396	12
226	146	458.2599118942731	16
227	86	456.62719298245617	32
228	256	455.7510917030568	20
229	160	454.46521739130435	28
230	331	453.9307359307359	36
231	211	452.8836206896552	16
232	410	452.69957081545067	20
233	197	451.6068376068376	20
234	388	451.336170212766	32
235	10	449.46610169491527	4
236	15	447.63291139240505	4
237	0	445.75210084033614	0
238	1	443.89121338912133	4
239	45	442.2291666666667	12
240	55	440.62240663900417	4
241	0	438.801652892562	0
242	406	438.6666666666667	4
243	21	436.9549180327869	4
244	166	435.8489795918367	12
245	28	434.1910569105691	4
246	10	432.4736842105263	4
247	87	431.0806451612903	8
248	604	431.77510040160644	8
249	253	431.06	4
250	0	429.3426294820717	0
251	15	427.6984126984127	4
252	56	426.2292490118577	8
253	153	425.15354330708664	4
254	0	423.48627450980393	0
255	0	421.83203125	0
256	0	420.1906614785992	0
257	0	418.56201550387595	0
258	0	416.94594594594594	0
259	45	415.5153846153846	4
260	36	414.06130268199234	4
261	0	412.48091603053433	0
262	0	410.9125475285171	0
263	0	409.3560606060606	0
264	0	407.811320754717	0
265	0	406.2781954887218	0
266	0	404.7565543071161	0
267	0	403.24626865671644	0
268	0	401.74721189591077	0
269	0	400.25925925925924	0
270	0	398.78228782287823	0
271	0	397.31617647058823	0
272	0	395.86080586080584	0
273	0	394.4160583941606	0
274	0	392.9818181818182	0
275	0	391.55797101449275	0
276	0	390.14440433212997	0
277	0	388.7410071942446	0
278	0	387.34767025089604	0
279	0	385.9642857142857	0
280	0	384.5907473309609	0
281	0	383.2269503546099	0
282	0	381.87279151943466	0
