cycle	Ave: occupancy
0	1.0
1	1.0
2	1.0
3	1.0
4	0.9985999999999999
5	0.9972999999999996
6	0.9962999999999995
7	0.9950999999999993
8	0.9938999999999991
9	0.9913043478260858
10	0.9884057971014476
11	0.9858070964517721
12	0.9834082958520716
13	0.9798100949525207
14	0.9750124937531199
15	0.969715142428781
16	0.964317841079455
17	0.9589205397301289
18	0.9536463536463469
19	0.9458541458541382
20	0.9388611388611307
21	0.9289710289710195
22	0.9209790209790105
23	0.9141858141858028
24	0.9061938061937941
25	0.8986013986013859
26	0.89045477261368
27	0.8812593703148293
28	0.872863568215878
29	0.8642678660669517
30	0.8525999999999846
31	0.8427999999999846
32	0.8311999999999843
33	0.8190999999999835
34	0.8034017008504086
35	0.7909954977488582
36	0.7758879439719701
37	0.7626999999999836
38	0.7459999999999845
39	0.7303999999999852
40	0.7124562281140439
41	0.692146073036507
42	0.6732366183091449
43	0.6513256628314071
44	0.629114557278633
45	0.6079039519759835
46	0.5851925962981465
47	0.5614807403701844
48	0.5385692846423209
49	0.5158579289644825
50	0.4905452726363188
51	0.46473236618309255
52	0.4383000000000007
53	0.4118000000000009
54	0.3864000000000003
55	0.3621
56	0.3367999999999993
57	0.3126999999999989
58	0.2893999999999983
59	0.26833416708353897
60	0.2480240120059998
61	0.2263131565782863
62	0.20650325162581032
63	0.19149574787393475
64	0.175487743871934
65	0.15879999999999833
66	0.14339999999999878
67	0.12799999999999917
68	0.11779999999999939
69	0.10519999999999972
70	0.09349999999999979
71	0.08699999999999995
72	0.07940000000000004
73	0.07450000000000008
74	0.06940000000000028
75	0.06610000000000044
76	0.06390000000000048
77	0.058800000000000414
78	0.05800000000000043
79	0.056900000000000416
80	0.0561000000000004
81	0.05530000000000041
82	0.05410000000000039
83	0.05710000000000043
84	0.05652826413206647
85	0.06153076538269185
86	0.06360000000000052
87	0.06880000000000036
88	0.07330000000000021
89	0.07790000000000005
90	0.08239999999999992
91	0.08959999999999974
92	0.09559999999999956
93	0.10099999999999942
94	0.10629999999999921
95	0.11269999999999901
96	0.11719999999999894
97	0.12509999999999885
98	0.13439999999999852
99	0.14779999999999824
100	0.1581999999999977
101	0.16909999999999759
102	0.1844999999999972
103	0.19779999999999678
104	0.2098999999999966
105	0.2221999999999963
106	0.23411705852926049
107	0.24682341170584876
108	0.26193096548273753
109	0.26853426713356376
110	0.2801400700350152
111	0.28784392196097836
112	0.29859859859859705
113	0.30880880880880773
114	0.3162162162162155
115	0.3224224224224219
