cycle Data5 Data15 Data25 Data35 Data45
0
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26     0
27     0
28     0
29     4
30   254
31   263
32   268
33   279
34   296
35   312
36   335
37   355
38   373
39   388
40   411
41   440
42   465
43   492
44   512
45   541
46   567
47   596
48   622
49   654
50   684
51   709
52   737
53   765
54   793
55   822
56   850
57   878
58   903
59   927
60   952
61   976
62  1010
63  1035
64  1051
65  1079
66  1099
67  1128
68  1148
69  1158
70  1180
71  1192
72  1198
73  1204
74  1214
75  1223
76  1230     0
77  1239     0
78  1246     0
79  1251    17
80  1268    32
81  1275    41
82  1281    42
83  1290    77
84  1299    82
85  1308    85
86  1317    91
87  1317    97
88  1317   102
89  1317   111
90  1317   123
91  1309   135
92  1078   156
93  1066   164
94  1063   164
95  1058   164
96  1043   164
97  1027   160
98  1014   157
99   999   154
100   987   148
101   963   116
102   938    99
103   917    89
104   900    85
105   880    78
106   856    71
107   827    65
108   802    56
109   773    52
110   744    40
111   717    30
112   699    27
113   670    19
114   640     6
115   610     1
116   578     0
117   548     0
118   520     0
119   497     0
120   470     0
121   446     0
122   421     0
123   397     0
124   368     0
125   338     0
126   313     0     0
127   292     0     0
128   264     0     0
129   245     0    15
130   220     0   301
131   202     0   308
132   176     0   327
133   161     0   331
134   142     0   353
135   129     0   376
136   121     0   397
137   113     0   420
138   101     0   426
139    96     0   449
140    89     0   469
141    84     0   499
142    72     0   531
143    65     0   549
144    54     0   563
145    45     0   581
146    36     0   611
147    25     0   631
148    21     0   655
149    17     0   681
150     7     0   708
151     4     0   742
152     0     0   773
153     0     0   789
154     0     0   817
155     0     0   835
156     0     0   859
157     0     0   888
158     0     0   931
159     0     0   963
160     0     0   992
161     0     0  1027
162     0     0  1061
163     0     0  1093
164     0     0  1126
165     0     0  1153
166     0     0  1179
167     0     0  1200
168     0     0  1225
169     0     0  1256
170     0     0  1272
171     0     0  1294
172     0     0  1313
173     0     0  1345
174     0     0  1369
175     0     0  1397
176     0     0  1421     0
177     0     0  1448     0
178     0     0  1469     0
179     0     0  1500     8
180     0     0  1521   159
181     0     0  1545   164
182     0     0  1565   173
183     0     0  1565   185
184     0     0  1565   212
185     0     0  1565   220
186     0     0  1565   242
187     0     0  1547   258
188     0     0  1467   267
189     0     0  1301   286
190     0     0  1266   312
191     0     0  1256   337
192     0     0  1250   354
193     0     0  1233   370
194     0     0  1214   396
195     0     0  1196   422
196     0     0  1177   448
197     0     0  1163   470
198     0     0  1145   497
199     0     0  1117   516
200     0     0  1095   541
201     0     0  1075   541
202     0     0  1061   541
203     0     0  1037   541
204     0     0  1018   541
205     0     0   993   540
206     0     0   971   536
207     0     0   955   532
208     0     0   932   425
209     0     0   905   386
210     0     0   867   362
211     0     0   834   347
212     0     0   809   334
213     0     0   786   316
214     0     0   759   293
215     0     0   732   274
216     0     0   708   254
217     0     0   680   239
218     0     0   645   211
219     0     0   618   193
220     0     0   582   171
221     0     0   536   152
222     0     0   508   129
223     0     0   488   106
224     0     0   446    76
225     0     0   418    56
226     0     0   391    37     0
227     0     0   360    20     0
228     0     0   336    11     0
229     0     0   320     4     8
230     0     0   302     0   200
231     0     0   285     0   202
232     0     0   255     0   210
233     0     0   225     0   220
234     0     0   196     0   232
235     0     0   171     0   239
236     0     0   147     0   252
237     0     0   127     0   267
238     0     0   101     0   283
239     0     0    72     0   300
240     0     0    45     0   312
241     0     0    30     0   326
242     0     0    17     0   337
243     0     0     6     0   352
244     0     0     1     0   364
245     0     0     0     0   388
246     0     0     0     0   400
247     0     0     0     0   428
248     0     0     0     0   443
249     0     0     0     0   462
250     0     0     0     0   487
251     0     0     0     0   506
252     0     0     0     0   525
253     0     0     0     0   545
254     0     0     0     0   570
255     0     0     0     0   588
256     0     0     0     0   604
257     0     0     0     0   631
258     0     0     0     0   653
259     0     0     0     0   673
260     0     0     0     0   693
261     0     0     0     0   713
262     0     0     0     0   742
263     0     0     0     0   761
264     0     0     0     0   786
265     0     0     0     0   807
266     0     0     0     0   820
267     0     0     0     0   840
268     0     0     0     0   858
269     0     0     0     0   872
270     0     0     0     0   892
271     0     0     0     0   912
272     0     0     0     0   937
273     0     0     0     0   955
274     0     0     0     0   974
275     0     0     0     0   995
276     0     0     0     0   995
277     0     0     0     0   995
278     0     0     0     0   995
279     0     0     0     0   995
280     0     0     0     0   993
281     0     0     0     0   990
282     0     0     0     0   927
283     0     0     0     0   846
284     0     0     0     0   796
285     0     0     0     0   782
286     0     0     0     0   773
287     0     0     0     0   760
288     0     0     0     0   748
289     0     0     0     0   737
290     0     0     0     0   723
291     0     0     0     0   707
292     0     0     0     0   697
293     0     0     0     0   683
294     0     0     0     0   672
295     0     0     0     0   653
296     0     0     0     0   637
297     0     0     0     0   621
298     0     0     0     0   610
299     0     0     0     0   598
300     0     0     0     0   568
301     0     0     0     0   552
302     0     0     0     0   532
303     0     0     0     0   517
304     0     0     0     0   484
305     0     0     0     0   464
306     0     0     0     0   451
307     0     0     0     0   428
308     0     0     0     0   403
309     0     0     0     0   380
310     0     0     0     0   359
311     0     0     0     0   338
312     0     0     0     0   317
313     0     0     0     0   298
314     0     0     0     0   273
315     0     0     0     0   246
316     0     0     0     0   224
317     0     0     0     0   200
318     0     0     0     0   183
319     0     0     0     0   164
320     0     0     0     0   147
321     0     0     0     0   133
322     0     0     0     0   117
323     0     0     0     0    95
324     0     0     0     0    79
325     0     0     0     0    57
326     0     0     0     0    33
327     0     0     0     0    20
328     0     0     0     0    11
329     0     0     0     0     5
330     0     0     0     0     0
331     0     0     0     0     0
332     0     0     0     0     0
333     0     0     0     0     0
334     0     0     0     0     0
335     0     0     0     0     0
336     0     0     0     0     0
337     0     0     0     0     0
338     0     0     0     0     0
339     0     0     0     0     0
340     0     0     0     0     0
341     0     0     0     0     0
342     0     0     0     0     0
343     0     0     0     0     0
344     0     0     0     0     0
345     0     0     0     0     0
346     0     0     0     0     0
347     0     0     0     0     0
348     0     0     0     0     0
349     0     0     0     0     0
350     0     0     0     0     0
351     0     0     0     0     0
352     0     0     0     0     0
353     0     0     0     0     0
354     0     0     0     0     0
355     0     0     0     0     0
356     0     0     0     0     0
357     0     0     0     0     0
358     0     0     0     0     0
359     0     0     0     0     0
360     0     0     0     0     0
361     0     0     0     0     0
362     0     0     0     0     0
363     0     0     0     0     0
364     0     0     0     0     0
365     0     0     0     0     0
