Max Battery: 97.7121309125904
Min Battery: 53.37065857582267
Max Capacity: 10
Min Capacity: 4
Average Battery: 80.21994603825226
Average Capacity: 9.783549783549784

Max Battery: 98.14297310751293
Min Battery: 55.65244113188527
Max Capacity: 10
Min Capacity: 5
Average Battery: 77.53640772451577
Average Capacity: 9.787330316742082

Max Battery: 97.24517434657292
Min Battery: 53.06413473100805
Max Capacity: 10
Min Capacity: 6
Average Battery: 79.54708575966869
Average Capacity: 9.808755760368664

Max Battery: 98.94602788778711
Min Battery: 59.53595676983825
Max Capacity: 10
Min Capacity: 5
Average Battery: 79.76230554488824
Average Capacity: 9.773493975903614

Max Battery: 97.04733439817035
Min Battery: 58.53610689356069
Max Capacity: 10
Min Capacity: 6
Average Battery: 78.4207010332762
Average Capacity: 9.864864864864865

Max Battery: 98.89411182988796
Min Battery: 58.77247117203659
Max Capacity: 10
Min Capacity: 5
Average Battery: 78.46835659290227
Average Capacity: 9.686602870813397

Max Battery: 99.43653387278322
Min Battery: 61.01030196275557
Max Capacity: 10
Min Capacity: 5
Average Battery: 80.42807906824974
Average Capacity: 9.782997762863534

Max Battery: 98.38215196741844
Min Battery: 54.37390322969678
Max Capacity: 10
Min Capacity: 4
Average Battery: 78.48088054453486
Average Capacity: 9.741228070175438

Max Battery: 97.50842979018107
Min Battery: 52.81419577545825
Max Capacity: 10
Min Capacity: 5
Average Battery: 79.14449804810357
Average Capacity: 9.792372881355933

Max Battery: 97.38954282671524
Min Battery: 52.35608749936903
Max Capacity: 10
Min Capacity: 4
Average Battery: 77.43188051820836
Average Capacity: 9.827272727272728

Max Battery: 98.09177975705767
Min Battery: 52.474693999913406
Max Capacity: 10
Min Capacity: 6
Average Battery: 76.49794747571624
Average Capacity: 9.77122641509434

Max Battery: 97.2995968790455
Min Battery: 60.910576841674555
Max Capacity: 10
Min Capacity: 4
Average Battery: 79.77348279874114
Average Capacity: 9.725877192982455

Max Battery: 99.04039673893362
Min Battery: 53.56429825241452
Max Capacity: 10
Min Capacity: 5
Average Battery: 77.85323705855998
Average Capacity: 9.807174887892376

Max Battery: 97.70890376382759
Min Battery: 52.60495613185056
Max Capacity: 10
Min Capacity: 5
Average Battery: 76.49429462840953
Average Capacity: 9.599514563106796

Max Battery: 98.30267826838322
Min Battery: 54.677251375661285
Max Capacity: 10
Min Capacity: 5
Average Battery: 78.27576551775377
Average Capacity: 9.753950338600452

Max Battery: 98.022985939034
Min Battery: 57.51663603697733
Max Capacity: 10
Min Capacity: 5
Average Battery: 79.5201200404565
Average Capacity: 9.816867469879519

Max Battery: 98.98166100223153
Min Battery: 57.60428825523417
Max Capacity: 10
Min Capacity: 5
Average Battery: 80.8432081706075
Average Capacity: 9.665116279069768

Max Battery: 98.5436544217867
Min Battery: 54.3478353150113
Max Capacity: 10
Min Capacity: 5
Average Battery: 78.0665332095472
Average Capacity: 9.736238532110091

Max Battery: 98.91780048912955
Min Battery: 56.53073424883613
Max Capacity: 10
Min Capacity: 4
Average Battery: 79.18932572407932
Average Capacity: 9.727906976744187

Max Battery: 98.40074326216512
Min Battery: 56.65520967072421
Max Capacity: 10
Min Capacity: 5
Average Battery: 76.63195435627634
Average Capacity: 9.78042328042328

Max Battery: 98.69984408137572
Min Battery: 54.6121472740972
Max Capacity: 10
Min Capacity: 3
Average Battery: 79.70754301130026
Average Capacity: 9.776785714285714

Max Battery: 97.44239148210954
Min Battery: 56.31222065497835
Max Capacity: 10
Min Capacity: 4
Average Battery: 76.02620118356562
Average Capacity: 9.654320987654321

Max Battery: 97.31658942928097
Min Battery: 59.01998342540261
Max Capacity: 10
Min Capacity: 6
Average Battery: 75.99766387308368
Average Capacity: 9.699530516431924

Max Battery: 98.14772501249206
Min Battery: 53.30628679613238
Max Capacity: 10
Min Capacity: 3
Average Battery: 79.75386918483402
Average Capacity: 9.748344370860927

Max Battery: 98.48080444189662
Min Battery: 61.00520817029438
Max Capacity: 10
Min Capacity: 5
Average Battery: 79.0457104310876
Average Capacity: 9.708333333333334

Max Battery: 97.47911548257174
Min Battery: 54.79549483926493
Max Capacity: 10
Min Capacity: 4
Average Battery: 80.3089789851678
Average Capacity: 9.766738660907128

Max Battery: 98.18737908025848
Min Battery: 57.93357845541128
Max Capacity: 10
Min Capacity: 7
Average Battery: 78.74626258095047
Average Capacity: 9.850356294536818

Max Battery: 98.20244022484827
Min Battery: 54.85027720412702
Max Capacity: 10
Min Capacity: 3
Average Battery: 78.62427115587785
Average Capacity: 9.743181818181819

Max Battery: 99.75171811778358
Min Battery: 56.98828816309842
Max Capacity: 10
Min Capacity: 5
Average Battery: 78.87655611804384
Average Capacity: 9.778260869565218

Max Battery: 99.40518644971424
Min Battery: 53.23226030905616
Max Capacity: 10
Min Capacity: 5
Average Battery: 79.59474088729682
Average Capacity: 9.685714285714285

Max Battery: 99.9136199595892
Min Battery: 58.24485139539947
Max Capacity: 10
Min Capacity: 4
Average Battery: 78.50666987687704
Average Capacity: 9.76940133037694

