Max Battery: 99.12052658256337
Min Battery: 7.12191490053592
Max Capacity: 10
Min Capacity: 1
Average Battery: 65.67414724553018
Average Capacity: 8.824728260869565

Max Battery: 97.80285156144052
Min Battery: 8.93108179629408
Max Capacity: 10
Min Capacity: 2
Average Battery: 64.82721456773318
Average Capacity: 8.578683834048642

Max Battery: 98.8590099604214
Min Battery: 13.09013917494957
Max Capacity: 10
Min Capacity: 1
Average Battery: 64.88543254700997
Average Capacity: 8.711815561959654

Max Battery: 96.70386721494559
Min Battery: 14.488594391657191
Max Capacity: 10
Min Capacity: 2
Average Battery: 64.80175910836546
Average Capacity: 8.79850238257318

Max Battery: 97.43292255031228
Min Battery: 4.97579727389281
Max Capacity: 10
Min Capacity: 2
Average Battery: 64.25538513538176
Average Capacity: 8.727464788732394

Max Battery: 99.61387979057386
Min Battery: 16.745259353790363
Max Capacity: 10
Min Capacity: 1
Average Battery: 64.89363643735217
Average Capacity: 8.350034794711204

Max Battery: 98.94964784795012
Min Battery: 16.99168233874659
Max Capacity: 10
Min Capacity: 1
Average Battery: 65.27627742153506
Average Capacity: 8.702775897088694

Max Battery: 96.99391883034984
Min Battery: 9.638419037449227
Max Capacity: 10
Min Capacity: 1
Average Battery: 62.725446935711474
Average Capacity: 8.043076923076923

Max Battery: 96.7367703820386
Min Battery: 15.562972936418324
Max Capacity: 10
Min Capacity: 1
Average Battery: 63.21247483110204
Average Capacity: 8.035950110051358

Max Battery: 97.70305983691213
Min Battery: 15.521148283899757
Max Capacity: 10
Min Capacity: 1
Average Battery: 64.3679441383085
Average Capacity: 8.302377414561665

Max Battery: 98.37251626718351
Min Battery: 15.669936014336997
Max Capacity: 10
Min Capacity: 1
Average Battery: 64.83772301915472
Average Capacity: 8.699035812672177

Max Battery: 99.25536784450638
Min Battery: 20.637525446644823
Max Capacity: 10
Min Capacity: 1
Average Battery: 63.966663188090365
Average Capacity: 8.488441461595825

Max Battery: 98.27331772266649
Min Battery: 12.92275781142606
Max Capacity: 10
Min Capacity: 1
Average Battery: 65.4394541308024
Average Capacity: 8.490224475018103

Max Battery: 98.05829736347793
Min Battery: 9.019578661280125
Max Capacity: 10
Min Capacity: 1
Average Battery: 63.61882733743927
Average Capacity: 8.361090641120118

Max Battery: 96.77362388628848
Min Battery: 12.735940019140857
Max Capacity: 10
Min Capacity: 1
Average Battery: 64.08835788211572
Average Capacity: 8.715107913669065

Max Battery: 99.06698967974799
Min Battery: 9.712375443502065
Max Capacity: 10
Min Capacity: 1
Average Battery: 63.806539276082844
Average Capacity: 8.581288343558283

Max Battery: 98.99620449371332
Min Battery: 14.747559682153906
Max Capacity: 10
Min Capacity: 1
Average Battery: 64.14892857012596
Average Capacity: 8.231586940015186

Max Battery: 98.18920816991901
Min Battery: 21.105161682342754
Max Capacity: 10
Min Capacity: 1
Average Battery: 64.80994671715452
Average Capacity: 8.179125528913964

Max Battery: 98.18327131030856
Min Battery: 25.690884937594173
Max Capacity: 10
Min Capacity: 1
Average Battery: 65.94703970651412
Average Capacity: 8.909646739130435

Max Battery: 99.11480049083879
Min Battery: 17.05955126627654
Max Capacity: 10
Min Capacity: 1
Average Battery: 65.69498901918027
Average Capacity: 8.562367864693446

Max Battery: 98.69435008670463
Min Battery: 5.195960265852066
Max Capacity: 10
Min Capacity: 2
Average Battery: 63.46929059780212
Average Capacity: 8.554293825408092

Max Battery: 97.95254634941134
Min Battery: 20.319778124428307
Max Capacity: 10
Min Capacity: 1
Average Battery: 66.70859929627481
Average Capacity: 7.9407086044830075

Max Battery: 97.02232237667788
Min Battery: 8.885693937945844
Max Capacity: 10
Min Capacity: 2
Average Battery: 64.17145201902532
Average Capacity: 8.326487252124647

Max Battery: 98.90353491246971
Min Battery: 18.47575982071583
Max Capacity: 10
Min Capacity: 1
Average Battery: 65.07605923294682
Average Capacity: 8.478445229681979

Max Battery: 97.87818969688327
Min Battery: 15.418606887039559
Max Capacity: 10
Min Capacity: 1
Average Battery: 65.9263069327719
Average Capacity: 8.337293729372938

Max Battery: 97.04379138118642
Min Battery: 15.370704126228144
Max Capacity: 10
Min Capacity: 2
Average Battery: 64.39205429312298
Average Capacity: 8.274653031409787

Max Battery: 98.04511255959083
Min Battery: 17.183925500097608
Max Capacity: 10
Min Capacity: 1
Average Battery: 63.83174214983325
Average Capacity: 8.084444444444445

Max Battery: 98.2910966660415
Min Battery: 19.737932489039192
Max Capacity: 10
Min Capacity: 1
Average Battery: 66.2308180979287
Average Capacity: 8.69103448275862

Max Battery: 97.81166169380585
Min Battery: 5.3507843299481435
Max Capacity: 10
Min Capacity: 1
Average Battery: 64.02432713531287
Average Capacity: 8.810416666666667

Max Battery: 97.7055580068847
Min Battery: 12.21009236964022
Max Capacity: 10
Min Capacity: 1
Average Battery: 65.47211311259899
Average Capacity: 8.67562254259502

Max Battery: 99.0376625596056
Min Battery: 14.851123931616408
Max Capacity: 10
Min Capacity: 1
Average Battery: 64.00804643619787
Average Capacity: 8.115671641791044

Max Battery: 99.12767552965114
Min Battery: 16.570219339785652
Max Capacity: 10
Min Capacity: 1
Average Battery: 65.13767012477098
Average Capacity: 8.575602629656684

Max Battery: 99.34031477073329
Min Battery: 12.686784711221566
Max Capacity: 10
Min Capacity: 1
Average Battery: 64.31520374199947
Average Capacity: 8.370344342937456

Max Battery: 98.96488307325922
Min Battery: 9.30759761867921
Max Capacity: 10
Min Capacity: 1
Average Battery: 63.91596728429431
Average Capacity: 8.471161048689138

Max Battery: 98.63114757112675
Min Battery: 18.28248283948845
Max Capacity: 10
Min Capacity: 2
Average Battery: 64.57221958603161
Average Capacity: 9.048529411764706

Max Battery: 97.21691991221306
Min Battery: 20.015514324265993
Max Capacity: 10
Min Capacity: 1
Average Battery: 65.23292687813411
Average Capacity: 8.678951098511694

Max Battery: 97.31477921338087
Min Battery: 10.659287861236214
Max Capacity: 10
Min Capacity: 1
Average Battery: 65.22763671078013
Average Capacity: 8.705723905723906

Max Battery: 99.32021890421085
Min Battery: 11.963561224657713
Max Capacity: 10
Min Capacity: 1
Average Battery: 66.23703202898623
Average Capacity: 8.30671989354624

Max Battery: 97.42944706475181
Min Battery: 8.404280331688412
Max Capacity: 10
Min Capacity: 1
Average Battery: 63.534960725830814
Average Capacity: 8.463219227967953

Max Battery: 96.08725712840558
Min Battery: 21.344502808082773
Max Capacity: 10
Min Capacity: 1
Average Battery: 62.84969104180788
Average Capacity: 8.445156695156696

Max Battery: 99.8441181272755
Min Battery: 19.850533502191716
Max Capacity: 10
Min Capacity: 2
Average Battery: 65.07747663666196
Average Capacity: 8.118255728011826

Max Battery: 96.95016227790356
Min Battery: 15.575535686518268
Max Capacity: 10
Min Capacity: 1
Average Battery: 65.40618278530212
Average Capacity: 8.736294240111034

Max Battery: 99.75440559556112
Min Battery: 12.632362819604166
Max Capacity: 10
Min Capacity: 1
Average Battery: 65.21575088714275
Average Capacity: 8.468562874251496

Max Battery: 97.11905431931564
Min Battery: 12.501152777688178
Max Capacity: 10
Min Capacity: 1
Average Battery: 64.81265872939876
Average Capacity: 8.68144611186903

Max Battery: 98.72157162738476
Min Battery: 8.571861889286309
Max Capacity: 10
Min Capacity: 2
Average Battery: 64.8812057751207
Average Capacity: 8.647586206896552

Max Battery: 99.70811788990976
Min Battery: 9.23515848359539
Max Capacity: 10
Min Capacity: 1
Average Battery: 64.05428111839528
Average Capacity: 8.684691011235955

Max Battery: 97.38838617473796
Min Battery: 13.942715902084574
Max Capacity: 10
Min Capacity: 1
Average Battery: 64.50237395913815
Average Capacity: 8.707369942196532

Max Battery: 96.86868673396427
Min Battery: 4.105578615387912
Max Capacity: 10
Min Capacity: 1
Average Battery: 63.14892579682477
Average Capacity: 8.632829373650107

Max Battery: 98.63663543615631
Min Battery: 11.082505126358853
Max Capacity: 10
Min Capacity: 2
Average Battery: 65.98685534835357
Average Capacity: 8.846864686468647

Max Battery: 98.33521953000869
Min Battery: 23.430050146418754
Max Capacity: 10
Min Capacity: 1
Average Battery: 65.34786685043498
Average Capacity: 8.31640356897735

Max Battery: 98.3717802068089
Min Battery: 17.777025187775497
Max Capacity: 10
Min Capacity: 2
Average Battery: 63.94453688076479
Average Capacity: 8.602083333333333

Max Battery: 97.50192139592873
Min Battery: 17.54326442248131
Max Capacity: 10
Min Capacity: 2
Average Battery: 63.95141243233065
Average Capacity: 8.653421633554084

Max Battery: 98.15768291207478
Min Battery: 6.38194608516221
Max Capacity: 10
Min Capacity: 2
Average Battery: 64.79089816284757
Average Capacity: 9.070871722182849

Max Battery: 98.91201252481758
Min Battery: 13.528198599627904
Max Capacity: 10
Min Capacity: 2
Average Battery: 62.142290260969986
Average Capacity: 8.56866048862679

Max Battery: 97.51309423465975
Min Battery: 19.82230917740675
Max Capacity: 10
Min Capacity: 2
Average Battery: 65.2148528323769
Average Capacity: 8.658569500674764

Max Battery: 97.66050485036094
Min Battery: 8.206451520298433
Max Capacity: 10
Min Capacity: 2
Average Battery: 64.81323154038783
Average Capacity: 8.898432174505794

Max Battery: 97.62056027893328
Min Battery: 11.637882798917126
Max Capacity: 10
Min Capacity: 1
Average Battery: 64.33389347802279
Average Capacity: 8.760714285714286

Max Battery: 98.72685795114151
Min Battery: 14.703500661654367
Max Capacity: 10
Min Capacity: 2
Average Battery: 64.25818176538453
Average Capacity: 8.664688427299703

Max Battery: 97.79521141944376
Min Battery: 4.823910143044382
Max Capacity: 10
Min Capacity: 1
Average Battery: 63.90664178446328
Average Capacity: 9.004810996563574

Max Battery: 97.86567057387948
Min Battery: 10.779377077282085
Max Capacity: 10
Min Capacity: 1
Average Battery: 65.4128785459941
Average Capacity: 8.145848375451264

Max Battery: 95.67136095732751
Min Battery: 9.231749936229715
Max Capacity: 10
Min Capacity: 1
Average Battery: 63.663871335804274
Average Capacity: 8.663988312636961

Max Battery: 98.43230644382123
Min Battery: 12.386222260009252
Max Capacity: 10
Min Capacity: 2
Average Battery: 64.47358255331183
Average Capacity: 9.01357773251867

Max Battery: 97.15366873256487
Min Battery: 6.839530074750959
Max Capacity: 10
Min Capacity: 2
Average Battery: 65.00229686173762
Average Capacity: 8.791356184798808

Max Battery: 97.46827456230393
Min Battery: 12.969566976870107
Max Capacity: 10
Min Capacity: 2
Average Battery: 65.43522237181591
Average Capacity: 8.72879091516366

Max Battery: 97.5505825461059
Min Battery: 14.351940748979596
Max Capacity: 10
Min Capacity: 1
Average Battery: 64.54867143032838
Average Capacity: 8.69770879526977

Max Battery: 98.5583719924511
Min Battery: 23.62551047790854
Max Capacity: 10
Min Capacity: 1
Average Battery: 63.580783194406045
Average Capacity: 8.6

Max Battery: 98.35275779131828
Min Battery: 14.298419172670028
Max Capacity: 10
Min Capacity: 1
Average Battery: 64.42956487398713
Average Capacity: 8.021870286576169

Max Battery: 98.03094795018595
Min Battery: 14.339500042530464
Max Capacity: 10
Min Capacity: 1
Average Battery: 65.3657610623456
Average Capacity: 8.65075212557227

Max Battery: 99.09446248541387
Min Battery: 6.0327072857500195
Max Capacity: 10
Min Capacity: 1
Average Battery: 65.16875648837183
Average Capacity: 8.038054968287527

Max Battery: 99.84430428564335
Min Battery: 11.276776495728923
Max Capacity: 10
Min Capacity: 1
Average Battery: 65.94636070941431
Average Capacity: 8.248719824433065

Max Battery: 97.07875871607759
Min Battery: 27.250603214428928
Max Capacity: 10
Min Capacity: 2
Average Battery: 64.46551753517144
Average Capacity: 8.671107994389901

Max Battery: 97.13474120360476
Min Battery: 16.038259610683195
Max Capacity: 10
Min Capacity: 1
Average Battery: 65.24911850953771
Average Capacity: 8.876267748478702

Max Battery: 98.8880454261328
Min Battery: 22.8063311004629
Max Capacity: 10
Min Capacity: 1
Average Battery: 64.9496193972535
Average Capacity: 8.605479452054794

Max Battery: 97.87418206553428
Min Battery: 5.279816772049463
Max Capacity: 10
Min Capacity: 2
Average Battery: 63.39648292793887
Average Capacity: 8.83010752688172

Max Battery: 97.89053504067273
Min Battery: 12.050852617316648
Max Capacity: 10
Min Capacity: 1
Average Battery: 64.07933857846811
Average Capacity: 8.663414634146342

Max Battery: 98.12192549334392
Min Battery: 5.946341281179179
Max Capacity: 10
Min Capacity: 1
Average Battery: 64.4377080846246
Average Capacity: 8.288609364081061

