Cycle	Now Cost	Average Cost	Number of Replication

0	569	569.0	500
1	151	360.0	248
2	161	293.6666666666667	348
3	127	252.0	308
4	102	222.0	280
5	330	240.0	368
6	151	227.28571428571428	328
7	169	220.0	364
8	167	214.11111111111111	376
9	116	204.3	288
10	255	208.9090909090909	320
11	187	207.08333333333334	392
12	119	200.30769230769232	312
13	134	195.57142857142858	268
14	140	191.86666666666667	276
15	215	193.3125	316
16	114	188.64705882352942	228
17	101	183.77777777777777	204
18	94	179.05263157894737	168
19	86	174.4	176
20	146	173.04761904761904	172
21	107	170.04545454545453	108
22	95	166.7826086956522	112
23	56	162.16666666666666	48
24	36	157.12	40
25	148	156.76923076923077	92
26	94	154.44444444444446	68
27	56	150.92857142857142	36
28	81	148.51724137931035	56
29	67	145.8	40
30	54	142.83870967741936	36
31	85	141.03125	60
32	26	137.54545454545453	40
33	60	135.26470588235293	32
34	32	132.31428571428572	32
35	52	130.08333333333334	24
36	37	127.56756756756756	16
37	59	125.76315789473684	20
38	22	123.1025641025641	20
39	36	120.925	20
40	15	118.34146341463415	8
41	53	116.78571428571429	28
42	18	114.48837209302326	12
43	27	112.5	16
44	45	111.0	28
45	0	108.58695652173913	0
46	25	106.80851063829788	16
47	17	104.9375	12
48	0	102.79591836734694	0
49	0	100.74	0
50	14	99.03921568627452	4
51	24	97.59615384615384	8
52	15	96.0377358490566	8
53	0	94.25925925925925	0
54	4	92.61818181818182	4
55	45	91.76785714285714	8
56	48	91.0	8
57	30	89.94827586206897	12
58	9	88.57627118644068	4
59	7	87.21666666666667	8
60	1	85.80327868852459	4
61	11	84.59677419354838	4
62	0	83.25396825396825	0
63	0	81.953125	0
64	0	80.6923076923077	0
65	1	79.48484848484848	4
66	12	78.4776119402985	4
67	0	77.32352941176471	0
68	13	76.3913043478261	4
69	0	75.3	0
70	0	74.2394366197183	0
71	0	73.20833333333333	0
72	0	72.20547945205479	0
73	0	71.22972972972973	0
74	0	70.28	0
75	14	69.53947368421052	4
76	5	68.7012987012987	4
77	0	67.82051282051282	0
78	0	66.9620253164557	0
79	0	66.125	0
80	0	65.30864197530865	0
81	20	64.7560975609756	4
82	28	64.3132530120482	4
83	38	64.0	8
84	0	63.247058823529414	0
85	0	62.51162790697674	0
86	0	61.793103448275865	0
87	0	61.09090909090909	0
88	0	60.40449438202247	0
89	0	59.733333333333334	0
90	23	59.32967032967033	4
91	0	58.68478260869565	0
92	0	58.053763440860216	0
93	0	57.43617021276596	0
94	0	56.83157894736842	0
95	38	56.635416666666664	4
96	0	56.05154639175258	0
97	0	55.47959183673469	0
98	0	54.91919191919192	0
99	0	54.37	0
100	0	53.83168316831683	0
101	4	53.34313725490196	4
102	0	52.8252427184466	0
103	0	52.31730769230769	0
104	0	51.819047619047616	0
105	0	51.33018867924528	0
106	12	50.96261682242991	4
107	6	50.5462962962963	4
108	0	50.08256880733945	0
109	0	49.627272727272725	0
110	0	49.18018018018018	0
111	0	48.74107142857143	0
112	12	48.415929203539825	4
113	0	47.99122807017544	0
114	0	47.573913043478264	0
115	0	47.16379310344828	0
116	0	46.76068376068376	0
117	0	46.36440677966102	0
118	0	45.97478991596638	0
119	0	45.59166666666667	0
120	0	45.21487603305785	0
121	0	44.84426229508197	0
122	0	44.479674796747965	0
123	0	44.12096774193548	0
124	0	43.768	0
125	13	43.523809523809526	4
126	10	43.25984251968504	4
127	0	42.921875	0
128	0	42.58914728682171	0
129	0	42.261538461538464	0
130	0	41.93893129770992	0
131	0	41.621212121212125	0
132	0	41.30827067669173	0
133	0	41.0	0
134	0	40.696296296296296	0
135	0	40.39705882352941	0
136	0	40.1021897810219	0
137	0	39.81159420289855	0
138	0	39.52517985611511	0
139	0	39.24285714285714	0
140	0	38.9645390070922	0
141	0	38.690140845070424	0
142	0	38.41958041958042	0
143	0	38.15277777777778	0
144	0	37.889655172413796	0
145	0	37.63013698630137	0
146	0	37.374149659863946	0
147	0	37.12162162162162	0
148	0	36.87248322147651	0
149	20	36.76	4
150	0	36.51655629139073	0
151	0	36.276315789473685	0
152	0	36.03921568627451	0
153	0	35.8051948051948	0
154	0	35.57419354838709	0
155	0	35.34615384615385	0
156	0	35.12101910828026	0
157	0	34.89873417721519	0
158	0	34.679245283018865	0
159	0	34.4625	0
160	0	34.24844720496895	0
161	0	34.03703703703704	0
162	0	33.828220858895705	0
163	0	33.6219512195122	0
164	0	33.41818181818182	0
165	0	33.21686746987952	0
