Cycle	Avarage Links
0	5.867
1	5.867
2	5.86
3	5.884231536926148
4	5.894579811039284
5	5.892430278884462
6	5.896362730443448
7	5.943396226415095
8	5.887450199203188
9	5.897308075772682
10	5.888612630532074
11	6.051870324189526
12	6.130413140866103
13	6.265143992055611
14	6.283730158730159
15	6.246398410332836
16	6.270377733598409
17	6.244267198404786
18	6.265012406947891
19	6.2899554675903016
20	6.33629191321499
21	6.332350049164209
22	6.301980198019802
23	6.291790306627102
24	6.311790823877652
25	6.374451487079473
26	6.3837493881546745
27	6.442703232125368
28	6.520428015564202
29	6.46800195407914
30	6.4815175097276265
31	6.567829457364341
32	6.603864734299517
33	6.554112554112554
34	6.448443579766537
35	6.423976608187134
36	6.438048780487805
37	6.472235634958957
38	6.380487804878049
39	6.421775380088278
40	6.40742550073278
41	6.466503667481662
42	6.552941176470588
43	6.62848751835536
44	6.603829160530191
45	6.591756624141315
46	6.654669260700389
47	6.644724104549855
48	6.591304347826087
49	6.528467153284671
50	6.539467312348668
51	6.550121065375302
52	6.495618305744888
53	6.4754018509498295
54	6.441940225379716
55	6.439980401763841
56	6.370991613221509
57	6.398433675966715
58	6.446183953033268
59	6.461988304093567
60	6.455165692007797
61	6.425762045231072
62	6.4745929945732605
63	6.49705304518664
64	6.535031847133758
65	6.6601466992665035
66	6.702912621359223
67	6.663424124513619
68	6.691226369365002
69	6.735521235521236
70	6.696411251212415
71	6.655674102812803
72	6.7805825242718445
73	6.7467185221195916
74	6.952288218111003
75	6.924574209245742
76	6.886162904808636
77	6.882697947214076
78	6.805105547373588
79	6.7968673519334315
80	6.750614854894245
81	6.765251342118106
82	6.680705190989226
83	6.702544031311154
84	6.680039138943249
85	6.656877141458639
86	6.679706601466993
87	6.7151929653150955
88	6.717221135029354
89	6.755598831548198
90	6.7160975609756095
91	6.733658536585366
92	6.69437652811736
93	6.606476938174681
94	6.553967471660917
95	6.554679802955665
96	6.563421828908554
97	6.605585497305243
98	6.567340897878639
99	6.571994062345373
100	6.544735541275334
101	6.524185587364265
102	6.514285714285714
103	6.501972386587771
104	6.495069033530572
105	6.463438735177865
106	6.459792797237297
107	6.431333663857214
108	6.459419576979832
109	6.443349753694581
110	6.371954251616112
111	6.396414342629482
112	6.3800498753117205
113	6.384729796727814
114	6.3737574552683895
115	6.455758774097874
116	6.510763209393346
117	6.5500732779677575
118	6.619001919385797
119	6.70028818443804
120	6.658630665380906
121	6.652530120481928
122	6.601547388781431
123	6.568914956011731
124	6.5546875
125	6.556801560214529
126	6.594961240310077
127	6.610251450676983
128	6.541910331384016
129	6.5440313111545985
130	6.495818986719135
131	6.588292682926829
132	6.597757191613847
133	6.830170316301703
134	6.813079551000488
135	6.831712062256809
136	6.765225933202357
137	6.90748031496063
138	6.897637795275591
139	6.944634982851543
140	6.934771947032859
141	6.965213130818227
142	7.006829268292683
143	6.983910287664554
144	7.025916870415648
145	7.078345498783455
146	7.07378640776699
147	7.019474196689386
148	7.024625784645099
149	7.332369942196531
150	7.295145631067961
151	7.280038759689923
152	7.221626887481734
153	7.247457627118644
154	7.196116504854369
155	7.135319980459209
156	7.174695863746958
157	7.1748660496833905
158	7.227118644067796
159	7.226369365002424
160	7.227848101265823
161	7.186588921282799
162	7.154146341463415
163	7.170802919708029
164	7.1552734375
165	7.193768257059396
166	7.166340508806262
167	7.190802348336595
168	7.140196078431373
169	7.093228655544651
170	7.089566929133858
171	7.044291338582677
172	7.104929233772572
173	7.091621754042136
174	7.016748768472906
175	7.050147492625369
176	7.0977886977886975
177	7.078209542547959
178	7.059171597633136
179	6.998019801980198
180	7.0403940886699505
181	7.06476938174681
182	7.02200488997555
183	7.123540856031128
