Cycle	Average Remaining	Standard Deviation

0	99.525	3.0381532219424936
1	99.185	3.6069342938290867
2	98.755	4.033562321323443
3	98.43812375249502	4.316828745535931
4	98.03580308304326	4.5136548202246995
5	97.58964143426294	5.44819806695661
6	97.21973094170404	5.6297229318294955
7	96.88182720953327	5.80950440682581
8	96.52390438247012	5.926336669978495
9	96.24626121635094	6.043521438233794
10	95.83291894579811	6.624260972892181
11	95.47630922693267	6.715210191988628
12	95.17172722747635	6.907331811398902
13	94.83614697120159	7.13705321963187
14	94.5734126984127	7.216932914009249
15	94.30700447093889	7.534963009192364
16	94.09542743538768	7.679671127845586
17	94.00797607178464	7.851545363275179
18	93.95533498759305	7.975757405562922
19	93.81989114299851	8.103480182486893
20	93.69329388560158	8.610824352925802
21	93.59882005899705	8.819064146758945
22	93.52970297029702	8.945571950622885
23	93.57072205736894	8.944199169528659
24	93.58164775530341	9.009971216686248
25	93.66162847391516	9.423172507115089
26	93.6759667156143	9.584483887390423
27	93.72673849167482	9.712751682317807
28	93.82782101167315	9.714569301048256
29	93.91792867611139	9.618569996403528
30	93.97373540856032	10.000095809091416
31	94.08430232558139	10.087205811718935
32	94.13526570048309	10.199652261336523
33	94.25204425204426	10.28549096806472
34	94.3579766536965	10.264890860366624
35	94.28362573099415	10.48796688389297
36	94.43414634146342	10.53355534571763
37	94.54852728150652	10.566852119851116
38	94.62439024390244	10.544112036191942
39	94.73761647866601	10.572750604035845
40	94.81680508060576	10.537018447079303
41	94.91931540342298	10.590798636171844
42	94.98529411764706	10.527148814773788
43	95.06607929515418	10.551097633806476
44	95.11045655375553	10.557191663593338
45	95.15210991167811	10.730847546773987
46	95.2431906614786	10.817041891492035
47	95.37754114230397	10.734897362499845
48	95.45410628019323	10.623948495741864
49	95.52311435523114	10.63088841280377
50	95.60774818401937	10.51462869751648
51	95.68038740920097	10.508053907514833
52	95.71080817916261	10.508613113130293
53	95.81100828056503	10.347322446221673
54	95.86967172954434	10.18321573822075
55	95.87947084762371	10.172197290373111
56	95.93981253083375	10.245406243427793
57	96.0009789525208	10.229270416175117
58	96.0958904109589	10.146270937106731
59	96.19883040935673	10.045863387610739
60	96.24269005847954	10.154786659452407
61	96.27826941986234	10.01855713561248
62	96.36901825357671	10.026793570011307
63	96.45383104125737	10.006573967848437
64	96.52621264086233	10.048634865534014
65	96.58190709046455	9.971949107944084
66	96.64563106796116	9.969357567099905
67	96.68774319066148	9.97638996772577
68	96.74745516238488	9.921708934872923
69	96.82432432432432	9.780874266073855
70	96.86226964112512	9.819542282740915
71	96.91561590688652	9.717219179812743
72	97.00970873786407	9.67144780422482
73	97.04910063198834	9.673222642663125
74	97.10321324245375	9.520304438224333
75	97.12408759124088	9.509246710148755
76	97.17860647693817	9.558109720147348
77	97.20918866080156	9.408886514853293
78	97.26067746686303	9.40251292960617
79	97.29319627998042	9.34298894910372
80	97.25036891293655	9.315263252893994
81	97.30600292825768	9.224031079794049
82	97.37022526934378	9.117144848286516
83	97.4412915851272	9.0776525298537
84	97.49021526418787	9.0852958114957
85	97.49388154674499	9.094659912101697
86	97.55501222493888	8.92593344959667
87	97.62090864680019	8.872125890394324
88	97.68101761252446	8.87863822006826
89	97.71665043816942	8.785351953169881
90	97.7560975609756	8.75579182834689
91	97.82926829268293	8.404023001961063
92	97.86308068459658	8.374456829596392
93	97.91462217860648	8.373213727452121
94	97.97930014785608	8.38959056450689
95	97.99507389162562	8.40697367876755
96	97.99901671583088	8.438888515245948
97	98.03527682508575	8.472261332750023
98	98.0858411445486	8.494147166747059
99	98.12469074715487	8.338716378895606
100	98.15620365793376	8.449346425300211
101	98.18361303060217	8.489984840918444
102	98.21674876847291	8.49059329354833
103	98.22485207100591	8.465434062771337
104	98.24457593688363	8.447210436135824
105	97.82114624505928	8.61793077045907
106	97.83917118894918	8.6086994623072
107	97.85324739712445	8.380914321081386
108	97.89965568125922	8.528644414415233
109	97.91133004926108	8.521036970488897
110	97.9065141720537	8.451737317592487
111	97.95318725099601	8.23609275551219
112	97.99002493765586	8.264816219635945
113	98.03668815071889	8.116743747674677
114	98.09145129224652	7.842910849163358
115	98.12160158180919	7.861732865035479
116	98.19471624266144	7.699851950577823
117	98.28041035661944	7.583797255083331
118	98.31094049904031	7.557415529967579
119	98.342939481268	7.512052214564106
120	98.32208293153327	7.567824586408696
121	98.34698795180722	7.51812017284734
122	98.38007736943908	7.454580648623551
123	98.3822091886608	7.4863213179176835
124	98.4326171875	7.369309444399583
125	98.44953681131156	7.359536597347099
126	98.50290697674419	7.234766660673885
127	98.52998065764024	7.22873309224911
128	98.58674463937622	7.212390021092532
129	98.60078277886497	7.22767511260473
130	98.61780619773734	7.214171472614436
131	98.63414634146342	7.197097703102707
132	98.66894197952219	7.061760173083946
133	98.68126520681265	6.796208866583934
134	98.6871644704734	6.803782562103125
135	98.73540856031128	7.013746848480962
136	98.7524557956778	7.0315121329415256
137	98.77952755905511	6.848130678790226
138	98.80905511811024	6.756945320381144
139	98.83390494855463	6.74528362696791
140	98.83276115743011	6.783997184932834
141	98.843704066634	6.782058750089837
142	98.86829268292684	6.7348773024017925
143	98.87859580692346	6.734504634076133
144	98.880195599022	6.738666641909553
145	98.88077858880779	6.742838323769889
146	98.90776699029126	6.606250378721433
147	98.93378773125609	6.6216868647137685
148	98.96185417672622	6.610241467423017
149	98.97398843930635	6.601147000658409
150	98.90291262135922	6.606573189850088
151	98.90503875968992	6.620642637218197
152	98.92839746712129	6.460368672118691
153	98.94430992736078	6.415541986713586
154	98.96116504854369	6.031298953434415
155	98.95456765999023	6.106780648043235
156	98.9683698296837	6.100156046311011
157	98.98197759376522	6.0984606797746705
158	99.01210653753027	6.021164258909174
159	99.04023267086767	5.988760459232318
160	99.03115871470303	6.040770959053867
161	99.0427599611273	6.074971715212792
162	99.07317073170732	6.120989138279305
163	99.10462287104623	6.121271538661591
164	99.130859375	6.166997986562
165	99.1236611489776	6.206256457626184
166	99.14872798434442	6.22688317605677
167	99.16340508806262	6.2289758058976075
168	99.18627450980392	6.215237813969719
169	99.20019627085378	6.3162117523195445
170	98.77952755905511	6.9223638186852225
171	98.80905511811024	6.900715424124356
172	98.83845778428501	6.866342817985738
173	98.84860362567369	6.840254704746984
174	98.88177339901478	6.782263791528758
175	98.86430678466077	6.774965283966898
176	98.8992628992629	6.41641663839928
177	98.91785538612888	6.425316370258489
178	98.93984220907298	6.451308014634666
179	98.95544554455445	6.488833885952927
180	98.49753694581281	6.79318203693247
181	98.5279685966634	6.76427572615129
182	98.56723716381418	6.372535012038812
183	98.58463035019456	6.386242335455339
184	98.60078277886497	6.360371813187061
185	98.18670576735093	6.761997105918333
186	98.20676139147477	6.767490095525497
187	98.23013164310093	6.745662245821716
188	98.27552515876893	6.604953704155034
189	98.31697742885181	6.564051591039523
190	98.31378299120234	6.554164725263154
191	98.36734693877551	6.474874510032523
192	98.42489061740399	6.322165924125966
193	98.43003412969283	6.29983786252482
194	98.45812807881774	6.325270857505237
195	98.48409542743539	6.362557037743773
196	98.52984706462753	6.273377118511181
197	98.56299212598425	6.26142083801923
198	98.61916461916462	6.1877039827068145
199	98.62764387604525	6.169185241432224
200	98.4244214672575	6.212320215048368
201	98.43688362919133	6.204208165283838
202	98.45432098765433	6.196470323896397
203	98.49403578528828	6.207650015771471
204	98.53658536585365	6.018602766355991
205	98.468423669816	6.101255642042277
206	98.49975161450571	6.090420423846562
207	98.55577689243027	6.097513245828354
208	98.59328726554787	6.078809911920392
209	98.6159169550173	6.030072175010399
210	98.4680218145761	6.133070995099001
211	98.51632047477744	5.7739347898854705
212	98.53982300884955	5.777062275431319
213	98.55878012788982	5.9564765954369525
214	98.58754291319273	6.115599457615966
215	98.61748900830483	5.6491098058876155
216	98.64481409001957	5.6527177577107395
217	98.68691817736403	5.481676051864552
218	98.70425321463897	5.552874208259329
219	98.73891625615764	5.580569870244773
220	98.7333661902415	5.7046076997322634
221	98.77097729516288	5.799487512196923
222	98.81858625803262	5.879803964693635
223	98.82642998027613	5.898878729520724
224	98.84464110127827	5.84818747444124
225	98.84899163797344	5.861698294578036
226	98.85995085995086	5.869161244160338
227	98.87240356083086	5.885465755480779
228	98.8938492063492	6.282024201318244
229	98.92200695479384	6.24437971000649
230	98.94158761857214	6.350588110523275
231	99.00149775336995	6.348497778621445
232	99.03145282076885	6.271309555300629
233	99.05688622754491	6.28879725547223
234	99.08730158730158	6.219818787922873
235	99.10084451068057	6.2723116307703135
236	99.12027833001989	5.910219886397172
237	99.13973147687717	5.990031664584759
238	99.15127309036446	5.958931825381617
239	99.18235877106045	5.988546707831646
240	98.75061973227565	6.312732042147895
241	98.81305637982196	6.271724710414002
242	98.8171513060621	6.24304124852377
243	98.8296812749004	6.321690863731097
244	98.84021901443504	6.330662903647889
245	98.42979365878209	6.49490820230015
