Cycle	Now Cost	Average Cost	Number of Replication

0	609	609.0	428
1	158	383.5	288
2	140	302.3333333333333	304
3	134	260.25	300
4	92	226.6	240
5	304	239.5	264
6	258	242.14285714285714	352
7	126	227.625	276
8	126	216.33333333333334	320
9	123	207.0	304
10	229	209.0	300
11	237	211.33333333333334	308
12	171	208.23076923076923	372
13	182	206.35714285714286	392
14	146	202.33333333333334	296
15	222	203.5625	272
16	140	199.8235294117647	244
17	122	195.5	224
18	112	191.10526315789474	224
19	72	185.15	168
20	145	183.23809523809524	140
21	81	178.5909090909091	124
22	129	176.43478260869566	124
23	74	172.16666666666666	96
24	43	167.0	64
25	81	163.69230769230768	84
26	72	160.2962962962963	52
27	38	155.92857142857142	32
28	37	151.82758620689654	28
29	34	147.9	44
30	63	145.16129032258064	36
31	101	143.78125	32
32	1409	182.12121212121212	28
33	41	177.97058823529412	28
34	16	173.34285714285716	16
35	2291	232.16666666666666	31
36	93	228.40540540540542	36
37	345	231.47368421052633	9
38	3	225.6153846153846	4
39	32	220.775	20
40	1674	256.219512195122	17
41	349	258.42857142857144	13
42	90	254.51162790697674	36
43	34	249.5	20
44	27	244.55555555555554	12
45	5	239.34782608695653	8
46	44	235.19148936170214	24
47	6	230.41666666666666	4
48	8	225.87755102040816	4
49	14	221.64	8
50	2368	263.72549019607845	15
51	13	258.90384615384613	4
52	22	254.43396226415095	12
53	2	249.75925925925927	8
54	5	245.3090909090909	4
55	8	241.07142857142858	8
56	2	236.87719298245614	4
57	24	233.20689655172413	8
58	0	229.25423728813558	0
59	3	225.48333333333332	4
60	2931	269.8360655737705	9
61	3	265.53225806451616	8
62	5	261.3968253968254	4
63	48	258.0625	12
64	0	254.09230769230768	0
65	1971	280.1060606060606	6
66	333	280.8955223880597	5
67	344	281.8235294117647	9
68	334	282.57971014492756	5
69	986	292.62857142857143	3
70	3337	335.50704225352115	10
71	386	336.2083333333333	1
72	0	331.6027397260274	0
73	337	331.6756756756757	5
74	17	327.48	12
75	0	323.17105263157896	0
76	676	327.75324675324674	2
77	346	327.9871794871795	13
78	0	323.8354430379747	0
79	1	319.8	4
80	2639	348.4320987654321	8
81	328	348.1829268292683	5
82	338	348.06024096385545	5
83	343	348.0	9
84	0	343.90588235294115	0
85	21	340.1511627906977	4
86	639	343.58620689655174	2
87	0	339.6818181818182	0
88	12	336.0	4
89	350	336.15555555555557	1
90	28	332.7692307692308	8
91	2962	361.3478260869565	9
92	1303	371.4731182795699	4
93	0	367.52127659574467	0
94	331	367.13684210526316	1
95	2990	394.4583333333333	9
96	1323	404.03092783505156	8
97	1283	413.0	4
98	635	415.24242424242425	2
99	682	417.91	2
100	1268	426.3267326732673	4
101	1050	432.44117647058823	3
102	1317	441.02912621359224	4
103	1665	452.7980769230769	5
104	3013	477.18095238095236	13
105	3619	506.8207547169811	11
106	1682	517.803738317757	5
107	1325	525.2777777777778	4
108	655	526.4678899082569	2
109	1019	530.9454545454546	3
110	2614	549.7117117117117	8
111	333	547.7767857142857	1
112	1620	557.2654867256637	5
113	1287	563.6666666666666	4
114	2271	578.5130434782609	7
115	5321	619.3965517241379	16
116	331	616.9316239316239	1
117	1003	620.2033898305085	7
118	665	620.5798319327731	2
119	983	623.6	3
120	4857	658.5867768595041	15
121	2591	674.4262295081967	8
122	674	674.4227642276422	2
123	668	674.3709677419355	2
124	620	673.936	2
125	6243	718.1349206349206	19
126	1986	728.1181102362204	6
127	323	724.953125	1
128	1306	729.4573643410853	4
129	1329	734.0692307692308	4
130	1631	740.9160305343512	5
131	999	742.8712121212121	3
132	1624	749.4962406015038	5
133	2365	761.5522388059702	7
134	993	763.2666666666667	3
135	316	759.9779411764706	1
136	1316	764.0364963503649	8
137	1336	768.1811594202899	4
138	1614	774.2661870503597	5
139	3284	792.1928571428572	10
140	2617	805.1347517730496	8
141	1024	806.6760563380282	7
142	1020	808.1678321678322	3
143	974	809.3194444444445	3
144	1361	813.1241379310345	4
145	2634	825.5958904109589	8
146	1644	831.1632653061224	5
147	3909	851.9594594594595	12
148	970	852.751677852349	3
149	1978	860.2533333333333	6
150	2662	872.1854304635762	8
151	2252	881.2631578947369	7
152	1627	886.1372549019608	5
153	2248	894.9805194805194	7
154	2340	904.3032258064516	7
155	1704	909.4294871794872	5
156	1620	913.9554140127389	5
157	2969	926.9620253164557	9
158	1616	931.2955974842768	5
159	2305	939.88125	7
160	6388	973.72049689441	19
161	2931	985.8024691358024	9
162	1298	987.717791411043	4
163	1603	991.469512195122	5
164	967	991.3212121212122	3
165	5028	1015.6385542168674	15
166	1595	1019.1077844311377	5
167	1958	1024.6964285714287	6
168	1353	1026.6390532544378	8
169	1316	1028.3411764705882	4
170	2318	1035.8830409356726	7
171	1659	1039.5058139534883	5
172	2676	1048.9653179190752	8
173	2616	1057.971264367816	8
174	2671	1067.1885714285713	8
175	6270	1096.75	19
176	3902	1112.5988700564972	12
177	1675	1115.758426966292	5
178	2972	1126.1284916201118	9
179	2635	1134.5111111111112	8
180	4619	1153.7624309392265	14
181	3686	1167.6758241758241	11
182	2291	1173.8142076502731	7
183	1991	1178.2554347826087	6
184	3246	1189.4324324324325	10
185	3920	1204.1129032258063	12
186	3259	1215.1016042780748	10
187	2924	1224.1914893617022	9
188	678	1221.3015873015872	2
189	2657	1228.8578947368421	8
190	4351	1245.2041884816754	13
191	3236	1255.5729166666667	10
192	1021	1254.3575129533679	3
193	3972	1268.3659793814434	12
194	1633	1270.2358974358974	5
195	1631	1272.0765306122448	5
196	1977	1275.6548223350253	6
197	632	1272.4040404040404	2
198	4309	1287.6633165829146	13
199	2619	1294.32	8
200	6599	1320.7114427860697	20
201	666	1317.470297029703	2
202	2070	1321.1773399014778	6
203	2327	1326.1078431372548	7
204	2912	1333.8439024390243	9
205	3301	1343.393203883495	10
206	1280	1343.0869565217392	4
207	3621	1354.0384615384614	11
208	1942	1356.8516746411483	6
209	3922	1369.0666666666666	12
210	3567	1379.483412322275	11
211	3317	1388.622641509434	10
212	3275	1397.4788732394366	10
213	981	1395.5327102803737	3
214	1620	1396.5767441860464	5
215	5843	1417.162037037037	18
216	1290	1416.5760368663593	4
217	4308	1429.8394495412845	13
218	4984	1446.0684931506848	15
219	2638	1451.4863636363636	8
220	653	1447.8733031674208	2
221	633	1444.2027027027027	2
222	2926	1450.847533632287	9
223	2022	1453.3973214285713	6
224	2587	1458.4355555555555	8
225	2618	1463.5663716814158	8
226	1668	1464.4669603524228	5
227	1989	1466.767543859649	6
228	4329	1479.2663755458516	13
229	1944	1481.286956521739	6
230	3791	1491.2857142857142	11
231	2662	1496.3318965517242	8
232	3569	1505.2274678111587	11
233	2283	1508.551282051282	7
234	3273	1516.0595744680852	10
235	5218	1531.7457627118645	16
236	2961	1537.776371308017	9
237	1969	1539.5882352941176	6
238	2966	1545.5564853556486	9
239	3263	1552.7125	10
240	7326	1576.668049792531	22
241	3971	1586.5619834710744	12
242	1297	1585.3703703703704	4
243	3607	1593.655737704918	11
244	4297	1604.6897959183673	13
245	7132	1627.158536585366	21
246	2280	1629.8016194331983	7
247	3312	1636.5846774193549	10
